id,step,seqNo,recId
IS10264,"Top pot with a layer of clean paper towels and place lid over towels. Steam until rice is fluffy, about 45 minutes.",3,R03005
IS10265,Grind saffron threads with a mortar and pestle. Mix crushed saffron with 1 1/2 tablespoons hot water in a large bowl. Add a couple spoonfuls of rice to saffron mixture and stir until rice is yellow.,4,R03005
IS10266,"Spoon remaining rice into a serving bowl, top with saffron rice, and line edges of bowl with potatoes. Garnish with parsley.",5,R03005
IS10267,"Heat the olive oil in a large saucepan over medium heat. Add onion and garlic, and cook, stirring until onion is soft but not browned. Pour in the rice, and cook stirring for 2 minutes, then stir in the wine, and continue cooking and stirring until the liquid has evaporated. Add hot chicken stock to the rice 1/3 cup at a time, stirring and cooking until the liquid has evaporated before adding more.",1,R03006
IS10268,"When the chicken stock has all been added, and the liquid has evaporated, stir in the peas and ham. Season with salt and pepper. Remove from the heat, and stir in the Parmesan cheese. Transfer the risotto to a bowl, and allow to cool slightly.",2,R03006
IS10269,"Stir the beaten egg into the risotto. In a small bowl, whisk together the remaining egg and milk with a fork. For each ball, roll 2 tablespoons of the risotto into a ball. Press a piece of the mozzarella cheese into the center, and roll to enclose. Coat lightly with flour, dip into the milk mixture, then roll in bread crumbs to coat.",3,R03006
IS10270,"Heat oil for frying in a deep-fryer or large deep saucepan to 350 degrees F (175 degrees C). Fry the balls in small batches until evenly golden, turning as needed. Drain on paper towels. Keep warm in a low oven while the rest are frying.",4,R03006
IS10271,Preheat the oven to 400 degrees F (200 degrees C).,1,R03007
IS10272,"Place rice in a large baking dish. Drizzle in canola and sesame oils; toss to coat rice completely. Add garlic, green onions, bell peppers, carrots, peas, and ham. Season with salt. Stir until well combined.",2,R03007
IS10273,"Combine chicken broth, soy sauce, and chile paste in a pot over high heat. Stir and bring to a boil. Pour on top of the rice and stir briefly. Cover top tightly with heavy-duty aluminum foil.",3,R03007
IS10274,Bake in the preheated oven for 32 minutes. Remove and let stand for 10 minutes. Uncover; fluff rice with a fork. Taste and adjust seasoning.,4,R03007
IS10275,"Increase oven temperature to 475 degrees F (245 degrees C). Return to the oven until rice is browned and crusted, about 10 minutes.",5,R03007
IS10276,"Heat the olive oil in a large saucepan over medium heat. Stir in garlic, and cook 1 minute. Stir in rice, cumin, coriander, turmeric, and cayenne pepper. Cook and stir 5 minutes, then pour in chicken stock. Bring to a boil. Reduce heat to low, cover, and simmer 20 minutes.",1,R03008
IS10277,"Place the turkey in a skillet over medium heat, and cook until evenly brown.",2,R03008
IS10278,"Gently mix cooked turkey, garbanzo beans, black beans, cilantro, parsley, and pine nuts into the cooked rice. Season with salt and pepper.",3,R03008
IS10279,Melt butter in a skillet over medium-low heat. Add orzo; cook and stir until orzo is golden brown.,1,R03009
IS10280,"Stir in onion and cook until onion becomes translucent. Add garlic and cook for 1 minute. Stir in rice and chicken broth, turn heat to high, and bring to a boil.",2,R03009
IS10281,"Reduce heat to medium-low, cover the skillet, and simmer until rice is tender and liquid has been absorbed, 20 to 25 minutes.",3,R03009
IS10282,"Remove from the heat and let stand, covered, for 5 minutes. Fluff with a fork before serving.",4,R03009
IS10283,"Heat the oil in a pot over medium heat. Cook the rice, ginger, and lemon zest together in the hot oil for about 1 minute; add the lemon juice and chicken broth. Bring the mixture to a boil; cover the pot and allow the mixture to simmer until the liquid is absorbed and the rice is tender, 18 to 20 minutes. Season with salt and pepper.",1,R03010
IS10284,"Heat oil in a large, heavy skillet over medium heat. Stir in onion, and cook until tender, about 5 minutes.",1,R03011
IS10285,"Mix rice into skillet, stirring often. When rice begins to brown, stir in chicken broth and salsa. Reduce heat, cover and simmer 20 minutes, until liquid has been absorbed.",2,R03011
IS10286,"Combine coconut milk, water, sugar, and salt in a medium saucepan; stir until sugar is dissolved. Stir in rice.",1,R03012
IS10287,"Bring to a boil over medium heat. Cover, reduce heat, and simmer until rice is tender and liquid is absorbed, 18 to 20 minutes.",2,R03012
IS10288,"Bring water to a boil in a small saucepan. Stir in rice and butter. Reduce heat to low, cover, and simmer until rice is tender, about 20 minutes.",1,R03013
IS10289,"Just before serving, add cilantro, lime juice, and lime zest.",2,R03013
IS10290,"Combine 2 cups water, rice, and a pinch of salt in a saucepan. Bring to a boil; reduce heat to medium-low and cover. Simmer, stirring occasionally to prevent rice from sticking, until rice is tender and liquid has been absorbed, 20 to 25 minutes. Fluff with a fork; cool rice until easily handled, about 10 minutes.",1,R03014
IS10291,Fill a small bowl with water. Place 2 tablespoons of salt in another small bowl.,2,R03014
IS10292,"Dip hands in water and rub salt over hands. Take a handful of warm rice and form it into a ball. Gently squish ball; with your hands in an ""L"" or ""C"" shape, apply gentle pressure to the sides to make a triangle shape.",3,R03014
IS10293,"Wrap a strip of nori around the triangle, using a bit of water to help it stick if necessary.",4,R03014
IS10294,Preheat oven to 350 degrees F (175 degrees C). Grease a 9x9 baking dish.,1,R03015
IS10295,Place rice in prepared baking dish; sprinkle salt and oil on top. Pour boiling water over rice. Cover baking dish tightly with double layer of aluminum foil and pinch edges to seal.,2,R03015
IS10296,"Bake in center of preheated oven until water is absorbed, about 1 hour.",3,R03015
IS10297,"Remove rice from oven, uncover, and fluff with fork.",4,R03015
IS10298,"Heat canola oil in a skillet over medium-high heat; season with onion powder and garlic powder. Stir in rice and cook until golden, 2 to 4 minutes.",1,R03016
IS10299,"Stir in water and tomato sauce; bring to a boil. Reduce heat to medium-low, cover, and simmer until rice is tender, about 15 minutes.",2,R03016
IS10300,"Mix rice, onion, Cheddar cheese, egg, garlic, salt, red pepper flakes, black pepper, parsley, and onion powder by hand in a bowl.",1,R03017
IS10301,Cover bowl with plastic wrap and refrigerate at least 30 minutes.,2,R03017
IS10302,From rice mixture into 4 small patties.,3,R03017
IS10303,"Heat vegetable oil in a large skillet over medium-high heat. Fry patties in hot oil until lightly browned, about 5 minutes per side.",4,R03017
IS10304,"Turn on a multi-functional pressure cooker (such as Instant Pot®); select Saute function and adjust to medium. Cover the bottom of the pot with avocado oil. Cook and stir onion until soft, 4 to 5 minutes. Add garlic and cook until fragrant, about 30 seconds.",1,R03018
IS10305,"Add rice to the pot and mix until coated with oil and lightly browned. Pour in chicken stock; stir any browned bits off the bottom of the pot. Mix in tomato sauce, salt, cumin, and cayenne pepper. Close and lock the lid. Seal the vent and select high pressure function. Set timer for 7 minutes; allow 10 to 15 minutes for pressure to build.",2,R03018
IS10306,"Release pressure carefully using the quick-release method according to manufacturer's instructions, about 5 minutes. Unlock and remove the lid. Stir rice before serving.",3,R03018
IS10307,Warm broth in a saucepan over low heat.,1,R03019
IS10308,"Meanwhile, warm 2 tablespoons olive oil in a large saucepan over medium-high heat. Add portobello and white mushrooms; cook and stir until soft, about 3 minutes. Remove mushrooms and their liquid to a bowl; set aside.",2,R03019
IS10309,"Add remaining 1 tablespoon olive oil to the saucepan. Stir in shallots and cook for 1 minute. Add rice; cook and stir until rice is coated with oil and pale, golden in color, about 2 minutes.",3,R03019
IS10310,"Pour in wine, stirring constantly until wine is fully absorbed. Add 1/2 cup warm broth to the rice, and stir until the broth is absorbed. Continue adding broth, 1/2 cup at a time, stirring constantly, until the liquid is absorbed and the rice is tender, yet firm to the bite, about 15 to 20 minutes.",4,R03019
IS10311,"Remove from heat. Stir in reserved mushrooms and their liquid, butter, chives, and Parmesan cheese. Season with salt and pepper and serve immediately.",5,R03019
IS10312,Preheat oven to 325 degrees F (165 degrees C). Butter a 2 1/2-quart baking dish.,1,R03020
IS10313,Pour rice into the prepared baking dish.,2,R03020
IS10314,"Stir water, butter, salt, and vinegar together in a saucepan; bring to a rolling boil. Pour the water mixture over the rice; stir.",3,R03020
IS10315,"Bake in preheated oven until the water is absorbed and the rice tender, 20 to 25 minutes.",4,R03020
IS10316,"Heat oil in a saucepan over medium heat. Cook and stir rice and onion in the hot oil until browned, about 5 minutes; season with salt, cumin, and pepper. Pour water over the rice mixture. Stir tomato sauce and chicken bouillon into the water. Increase heat to medium-high, place a cover on the saucepan, and bring to a boil. Add serrano chile pepper and continue cooking at a boil for 10 minutes. Reduce heat to medium-low until the rice is tender and the water is absorbed, 15 to 20 minutes more.",1,R03021
IS10317,"Melt shortening in a skillet over medium heat. Cook and stir onion, garlic, and bell pepper in hot shortening until tender, 5 to 7 minutes.",1,R03022
IS10318,"Combine water, red beans, and ham hock in a large pot; bring to a boil. Stir onion mixture into the water; add smoked sausage and celery to the boiling water; return to a boil. Stir bay leaves, Creole seasoning, thyme, and sage into the boiling water. Reduce heat to low, place a cover on the pot, and simmer until the beans are tender, about 5 hours.",2,R03022
IS10319,Remove and discard ham hock and bay leaves; stir in hot pepper sauce and serve over white rice.,3,R03022
IS10320,"In a medium bowl, whisk together eggs, cheese, parsley, pepper, and 1 teaspoon salt. Cover and refrigerate.",1,R03023
IS10321,"Pour water and 1 teaspoon salt into a large saucepan and bring to a boil. Stir in rice and reduce heat to low. Cook rice until water is almost absorbed, stirring frequently. Remove from heat and slowly pour in egg mixture, stirring rapidly to prevent egg from scrambling. Allow rice mixture to cool for 1 hour.",2,R03023
IS10322,"Pour bread crumbs into a pile on one end of a cutting board. Dampen hands and roll rice mixture into 1 inch balls, then coat each one with bread crumbs.",3,R03023
IS10323,"In a small, deep skillet, heat olive oil to 350 degrees F (175 degrees C). (Should have enough oil to completely cover rice balls.) Fry rice balls 6 at a time, turning as needed to ensure even browning. Drain on paper towels and serve warm.",4,R03023
IS10324,"Melt butter in a saucepan over medium heat. Cook mushrooms, garlic and green onion until mushrooms are cooked and liquid has evaporated. Stir in chicken broth and rice. Season with parsley, salt and pepper. Reduce heat, cover and simmer for 20 minutes.",1,R03024
IS10325,Preheat oven to 400 degrees F (200 degrees C).,1,R03025
IS10326,"Melt butter in large, oven-proof skillet over medium-high heat. Add mushrooms; season with salt, and cook and stir mushrooms until brown. They will begin browning after the moisture evaporates.",2,R03025
IS10327,Reduce heat to medium and stir in onion. Sprinkle with black pepper and cayenne pepper. Cook and stir until onions are translucent and soft.,3,R03025
IS10328,Pour rice into skillet and stir until each rice grain is coated with butter. Season with salt.,4,R03025
IS10329,"Pour 1 cup chicken broth into the rice mixture. Raise heat to medium-high and cook, stirring rice until liquid is completely absorbed by the rice.",5,R03025
